dataset,taxa,sites,windows,taxa_sites,estimate_seconds,estimate_minutes,estimate_hours,low_seconds,high_seconds
10252_NT_AL,149,1011,4,150639,848.31151385122,14.138525230853666,0.23564208718089444,790.8103870986461,1017.2927036222736
10253_NT_AL,160,972,4,155520,875.7984760529592,14.596641267549321,0.24327735445915535,816.434199653353,1050.2549888630167
10254_NT_AL,160,1620,7,259200,1459.664126754932,24.327735445915536,0.4054622574319256,1360.7236660889216,1750.4249814383613
10257_NT_AL,149,3996,16,595404,3352.9701378333084,55.88283563055514,0.9313805938425856,3125.695654645094,4020.8720511123693
10260_NT_AL,159,5898,24,937782,5281.044537486473,88.01740895810788,1.4669568159684647,4923.079324969912,6333.013271385916
10261_NT_AL,158,756,3,119448,672.6618850795645,11.211031417992741,0.18685052363321236,627.0668227893113,806.6541789461781
10262_NT_AL,155,1272,5,197160,1110.2908149344228,18.50484691557371,0.30841411525956186,1035.0319367518973,1331.4575206033462
10266_NT_AL,153,633,3,96849,545.3974190281189,9.089956983801981,0.15149928306336635,508.4287281521835,654.0390008770211
10269_NT_AL,162,1443,6,233766,1316.4345843171043,21.94057640528507,0.36567627342141784,1227.2026563539462,1578.664530134722
10270_NT_AL,158,2289,9,361662,2036.6707076020148,33.944511793366914,0.5657418632227819,1898.6189912231928,2442.3695973648173
102723796_NT_AL,83,1335,6,110805,623.9895199270071,10.399825332116786,0.17333042220194642,581.6936181365083,748.2864200165031
102723899_NT_AL,28,390,2,10920,61.49510904384205,1.0249184840640342,0.017081974734400568,57.32678408059809,73.74475616244948
102724231_NT_AL,10,501,2,5010,28.21341541297149,0.4702235902161915,0.007837059836936526,26.30102456445022,33.833445821783144
10274_NT_AL,155,3786,15,586830,3304.686340677457,55.078105677957616,0.9179684279659602,3080.6846796719205,3962.9702617958087
10276_NT_AL,159,1812,8,288108,1622.4572231138502,27.04095371856417,0.4506825619760695,1512.48215273745,1945.6459897848897
10277_NT_AL,157,4302,17,675414,3803.540071404536,63.392334523408934,1.0565389087234822,3545.7245918510143,4561.194206841085
10278_NT_AL,155,1731,7,268305,1510.9382080593443,25.18230346765574,0.4197050577942623,1408.522234683596,1811.912710821063
10282_NT_AL,161,360,2,57960,326.3971172327001,5.439951953878335,0.09066586589797225,304.2729308893283,391.41447501607803
10283_NT_AL,155,1437,6,222735,1254.314387626388,20.905239793773134,0.34842066322955223,1169.2931549626387,1504.1701706816104
10284_NT_AL,158,525,3,82950,467.12630908303095,7.785438484717182,0.1297573080786197,435.46307138146625,560.1765131570681
10285_NT_AL,161,717,3,115437,650.074258488461,10.834570974807685,0.1805761829134614,606.0102540212455,779.5671627403553
10286_NT_AL,157,675,3,105975,596.7897601576154,9.946496002626924,0.1657749333771154,556.3375405623976,715.6685470984967
10289_NT_AL,50,339,2,16950,95.45257310376581,1.590876218396097,0.02651460363993495,88.98250825697231,114.46644843896692
1028_NT_AL,51,813,4,41463,233.49557749861015,3.891592958310169,0.06485988263850281,217.66853922471049,280.007218384949
10293_NT_AL,162,1461,6,236682,1332.8558057430973,22.214263429051623,0.37023772381752706,1242.5107975974465,1598.3568111759037
10294_NT_AL,158,1242,5,196236,1105.0873826307131,18.41812304384522,0.3069687173974203,1030.1812088681545,1325.2175796972926
10299_NT_AL,159,2904,12,461736,2600.2294569109386,43.337157615182306,0.7222859602530385,2423.9780196189595,3118.1876127678365
102_NT_AL,158,2262,9,357396,2012.6470688491731,33.544117814152884,0.5590686302358814,1876.2237475521458,2413.560519545311
10302_NT_AL,158,315,2,49770,280.27578544981856,4.671263090830309,0.07785438484717182,261.2778428288797,336.1059078942409
10313_NT_AL,153,3279,13,501687,2825.2103270034786,47.08683878339131,0.7847806463898551,2633.709004124818,3387.9840187610616
10314_NT_AL,159,1197,5,190323,1071.7887947391164,17.863146578985273,0.29771910964975457,999.1397002355009,1285.2860098082301
1031_NT_AL,161,513,3,82593,465.1158920565976,7.751931534276626,0.12919885890461044,433.5889265172928,557.7656268979111
10324_NT_AL,147,1818,8,267246,1504.9745340229497,25.082908900382495,0.4180484816730416,1402.9627965570985,1804.761090237177
10325_NT_AL,124,1122,5,139128,783.4882354442908,13.058137257404846,0.21763562095674743,730.3810270664331,939.5568164257575
10327_NT_AL,156,975,4,152100,856.5390188249428,14.275650313749047,0.23792750522915077,798.4802068369019,1027.1591036912607
10330_NT_AL,156,549,3,85644,482.2973552152755,8.038289253587925,0.13397148755979876,449.60577800354787,578.3695876169252
10335_NT_AL,161,2742,11,441462,2486.058042922399,41.43430071537332,0.6905716785895554,2317.5454902737174,2981.2735847057943
1033_NT_AL,158,633,3,100014,563.2208640943973,9.387014401573287,0.15645024002622146,525.0440460656536,675.4128244350936
10342_NT_AL,161,1236,5,198996,1120.630102498937,18.677168374982283,0.3112861395830381,1044.6703960533605,1343.8563642218678
10343_NT_AL,75,6321,25,474075,2669.715551278335,44.49525918797225,0.7415876531328709,2488.754135806734,3201.515135321725
10344_NT_AL,121,291,2,35211,198.28793814493793,3.3047989690822988,0.05507998281803831,184.8473804269175,237.78631952710703
10345_NT_AL,120,1008,4,120960,681.176592485635,11.352943208093915,0.1892157201348986,635.0043775081634,816.864991337902
10347_NT_AL,144,7098,28,1022112,5755.942206503615,95.93237010839358,1.598872835139893,5365.786989943981,6902.509176805272
10350_NT_AL,106,6021,24,638226,3594.1188154409465,59.90198025734911,0.9983663376224852,3350.498543646868,4310.056844920832
10352_NT_AL,162,1089,5,176418,993.4838962725756,16.55806493787626,0.27596774896460435,926.1425452317723,1191.3830029914848
10360_NT_AL,160,558,3,89280,502.77319921558774,8.379553320259795,0.13965922200432992,468.69370720840635,602.9241602732134
10361_NT_AL,151,711,3,107361,604.59490861318,10.076581810219666,0.16794303017032777,563.613632388012,725.0284584575768
10363_NT_AL,160,1050,5,168000,946.078600674493,15.767976677908218,0.2627996112984703,881.9505243168936,1134.5347101915304
10367_NT_AL,156,1464,6,228384,1286.126280574068,21.4354380095678,0.35725730015946333,1198.9487413427942,1542.3189003118007
1036_NT_AL,159,603,3,95877,539.9236785527879,8.998727975879799,0.14997879959799665,503.3260144043501,647.4749071966272
10371_NT_AL,158,2325,10,367350,2068.702225939137,34.47837043231895,0.5746395072053159,1928.4793161179218,2480.781701124159
10379_NT_AL,161,1347,6,216867,1221.2692136456862,20.35448689409477,0.33924144823491287,1138.4878830775701,1464.5424940184919
10380_NT_AL,157,972,4,152604,859.3772546269663,14.322954243782771,0.23871590406304619,801.1260584098526,1030.5627078218351
10389_NT_AL,146,2574,11,375804,2116.3102526659354,35.27183754443226,0.5878639590738709,1972.8603264308683,2537.8731085048685
10393_NT_AL,159,564,3,89676,505.0032416314633,8.416720693857721,0.14027867823096202,470.7725905871533,605.5984206615219
10395_NT_AL,143,4698,19,671814,3783.2669585329395,63.054449308882326,1.050907488481372,3526.8256520442237,4536.882748765553
10396_NT_AL,161,3477,14,559797,3152.4521572724952,52.54086928787492,0.8756811547979153,2938.769390839429,3780.4114711969537
10399_NT_AL,153,963,4,147339,829.7278270522567,13.828797117537611,0.23047995195896018,773.4863589424214,995.0072003863685
103_NT_AL,159,4176,17,663984,3739.1729380372176,62.31954896728696,1.0386591494547828,3485.720457964454,4484.005327451269
10401_NT_AL,158,1935,8,305730,1721.694110620314,28.6949018436719,0.4782483640611983,1604.9924630916898,2064.6505770646227
10402_NT_AL,162,1011,4,163782,922.3252700932727,15.372087834887878,0.256201463914798,859.8072665099373,1106.0497851463645
10403_NT_AL,157,1953,8,306621,1726.711706056034,28.778528434267233,0.47964214057112053,1609.6699506938705,2070.667662938317
10404_NT_AL,157,1428,6,224196,1262.541892600111,21.042364876668515,0.3507060812778086,1176.9629747008946,1514.0365707505973
10406_NT_AL,150,411,2,61650,347.17705792608626,5.786284298768105,0.09643807164613508,323.64434419128867,416.3337195434991
10409_NT_AL,81,801,4,64881,365.37217672834396,6.089536278805733,0.10149227131342888,340.6061426678832,438.1532531662898
1040_NT_AL,156,1401,6,218556,1230.78068243461,20.513011373910167,0.3418835228985028,1147.354635670256,1475.948619765596
10412_NT_AL,150,783,4,117450,661.4103074358286,11.023505123930477,0.18372508539884128,616.5779111965426,793.1613197142575
10413_NT_AL,158,1338,6,211404,1190.5047648630389,19.841746081050648,0.33069576801751077,1109.8087419207654,1427.6498563888708
10419_NT_AL,161,1914,8,308154,1735.344673287189,28.92241122145315,0.48204018702421914,1617.7177492282622,2081.0202921688146
1041_NT_AL,157,2808,11,440856,2482.6454022556804,41.37742337092801,0.6896237228488001,2314.3641687395743,2977.181155929746
10420_NT_AL,157,1791,7,281187,1583.4821636182064,26.391369393636772,0.4398561565606129,1476.148940958895,1898.9072116346779
10421_NT_AL,160,1077,5,172320,970.4063361204086,16.173438935340144,0.26955731558900237,904.6292520850424,1163.7084598821698
10424_NT_AL,142,678,3,96276,542.1706152293898,9.03617692048983,0.1506029486748305,505.4206468996027,650.1694271333321
10425_NT_AL,158,1494,6,236052,1329.308010990568,22.155133516509466,0.3692522252751578,1239.2034831312583,1594.1023060126854
10427_NT_AL,154,3828,15,589512,3319.7898097667958,55.32983016277993,0.9221638360463321,3094.76438982798,3981.0822980620806
10428_NT_AL,150,939,4,140850,793.1855411012044,13.219759018353407,0.22032931697255678,739.4210199406814,951.1857972052206
10434_NT_AL,152,696,3,105792,595.7592102533093,9.92932017088849,0.16548866951480815,555.3768444555525,714.4327146463238
10436_NT_AL,161,759,3,122199,688.1539221656094,11.46923203609349,0.19115386726822484,641.5087626250005,825.2321848255644
10438_NT_AL,158,426,2,67308,379.03963365594507,6.317327227599084,0.1052887871266514,353.34717792096114,454.54322781887817
1043_NT_AL,20,225,1,4500,25.34139108949535,0.4223565181582558,0.0070392753026375975,23.62367475848822,30.389322594415994
10440_NT_AL,158,543,3,85794,483.142068251592,8.0523678041932,0.13420613006988666,450.3932338288308,579.382565036739
10443_NT_AL,137,3786,15,518682,2920.916314018139,48.68193856696898,0.8113656427828164,2722.927749129375,3502.7543604259727
10447_NT_AL,160,684,3,109440,616.3026312965269,10.271710521608782,0.17119517536014636,574.5277701264336,739.068325496197
10449_NT_AL,159,1197,5,190323,1071.7887947391164,17.863146578985273,0.29771910964975457,999.1397002355009,1285.2860098082301
1044_NT_AL,155,924,4,143220,806.5320070750053,13.442200117916753,0.2240366686319459,751.8628219801518,967.1908404382797
10450_NT_AL,149,915,4,136335,767.7596787080774,12.795994645134623,0.2132665774189104,715.7185995996648,920.6951768688233
10451_NT_AL,155,2547,10,394785,2223.200240281427,37.05333733802378,0.6175556223003964,2072.504986562172,2666.0552712081153
10456_NT_AL,158,894,4,141252,795.4493720385327,13.257489533975546,0.22095815889959242,741.5314015524397,953.9005766903218
10457_NT_AL,160,1743,7,278880,1570.4904771196584,26.17484128532764,0.43624735475546067,1464.0378703660435,1883.3276189179405
10460_NT_AL,149,3249,13,484101,2726.1761706257307,45.43626951042884,0.7572711585071474,2541.387683168646,3269.222546062084
10461_NT_AL,157,2985,12,468645,2639.1369393636774,43.98561565606129,0.7330935942676882,2460.248234931492,3164.8453527244633
10463_NT_AL,156,1728,7,269568,1518.0506918251294,25.300844863752157,0.4216807477292026,1415.1526127324785,1820.4419806958958
10464_NT_AL,158,2277,9,359766,2025.9935348229742,33.76655891371624,0.5627759818952706,1888.6655495916164,2429.56556277837
10465_NT_AL,159,531,3,84429,475.4551796211117,7.9242529936851955,0.13207088322808658,443.22738581875603,570.1644705164329
10466_NT_AL,150,2493,10,373950,2105.8695995370636,35.09782665895106,0.5849637776491843,1963.1273724303712,2525.352707595969
1046_NT_AL,115,879,4,101085,569.2521151736972,9.487535252894954,0.15812558754824924,530.6664806581738,682.6454832125646
10471_NT_AL,162,393,2,63666,358.53000113418017,5.975500018903003,0.09959166698171672,334.22775048309137,429.9481360657975
10475_NT_AL,133,2073,9,275709,1552.6332435319273,25.877220725532123,0.43128701209220205,1447.391054219562,1861.9132762630754
10477_NT_AL,157,618,3,97026,546.3941804109724,9.106569673516207,0.1517761612252701,509.35792602601737,655.2343142324014
10478_NT_AL,159,924,4,146916,827.3457362898441,13.789095604830736,0.22981826008051226,771.2657335151234,992.1506040624934
10479_NT_AL,155,2127,9,329685,1856.5947825200608,30.943246375334347,0.5157207729222391,1730.7491583893755,2226.4230710088973
10480_NT_AL,160,1122,5,179520,1010.9525618636011,16.849209364393353,0.2808201560732225,942.4271316986235,1212.3313760332355
10483_NT_AL,160,2307,10,369120,2078.669839767672,34.644497329461196,0.5774082888243532,1937.7712948562605,2492.7348346779627
10484_NT_AL,155,2298,9,356190,2005.8555760371885,33.43092626728647,0.5571821044547746,1869.8926027168711,2405.4161810900073
10486_NT_AL,161,1440,6,231840,1305.5884689308004,21.75980781551334,0.362663463591889,1217.0917235573131,1565.6579000643121
10487_NT_AL,162,1431,6,231822,1305.4871033664424,21.758118389440707,0.36263530649067843,1216.9972288582792,1565.5363427739344
10488_NT_AL,161,1188,5,191268,1077.1104868679104,17.951841447798508,0.29919735746330844,1004.1006719347833,1291.6677675530575
10489_NT_AL,160,2472,10,395520,2227.339334159378,37.12232223598963,0.6187053705998272,2076.3635201060583,2671.0188605652033
10490_NT_AL,160,699,3,111840,629.8180398775911,10.496967331293185,0.17494945552155308,587.1270633309606,755.2759642132189
10492_NT_AL,160,1881,8,300960,1694.832236065449,28.24720393442415,0.4707867322404025,1579.9513678476924,2032.4378951145418
10497_NT_AL,104,3822,15,397488,2238.4219691958506,37.307032819930846,0.6217838803321807,2086.6949405337705,2684.309124313161
10500_NT_AL,152,3039,12,461928,2601.310689597424,43.35517815995706,0.722586302665951,2424.9859630753217,3119.484223865198
10505_NT_AL,156,2388,10,372528,2097.861719952783,34.96436199921305,0.5827393666535509,1955.662291206689,2515.749681656134
10512_NT_AL,157,2286,9,358902,2021.127987733791,33.685466462229854,0.5614244410371642,1884.1298040379866,2423.730812840242
10513_NT_AL,160,1767,7,282720,1592.115130849361,26.535252180822685,0.44225420301371143,1484.1967394932867,1909.2598408651756
10514_NT_AL,161,5166,21,831726,4683.798632289247,78.06331053815411,1.301055175635902,4366.316558261861,5616.79771648072
10516_NT_AL,160,1359,6,217440,1224.4960174444152,20.40826695740692,0.3401377826234487,1141.4959643301509,1468.4120677621809
10521_NT_AL,155,1968,8,305040,1717.808430653258,28.630140510887635,0.4771690085147939,1601.3701662953883,2059.990880933479
10525_NT_AL,161,3117,13,501837,2826.055040039795,47.100917333996584,0.7850152888999431,2634.496459950101,3388.9969961808756
10526_NT_AL,133,3237,13,430521,2424.4446740534727,40.40741123422455,0.6734568539037424,2260.1084623775796,2907.387011704571
10527_NT_AL,160,3114,13,498240,2805.798821428925,46.76331369048208,0.7793885615080347,2615.6132692598158,3364.705797653739
10528_NT_AL,158,1887,8,298146,1678.9854195041512,27.98309032506919,0.4663848387511531,1565.1786965653844,2013.4344387188337
10529_NT_AL,151,3102,13,468402,2637.7685042448447,43.96280840408075,0.7327134734013457,2458.9725564945334,3163.204329304365
10531_NT_AL,149,3066,12,456834,2572.624234884115,42.87707058140192,0.7146178430233653,2398.243963248713,3085.083510688319
10533_NT_AL,160,2091,9,334560,1884.0479562003475,31.40079927000579,0.5233466545000965,1756.341472711071,2259.344837152848
10534_NT_AL,159,627,3,99693,561.41317819668,9.356886303278,0.15594810505463333,523.3588905995481,673.245052756692
105378220_NT_AL,72,2355,10,169560,954.8636162521848,15.91439360420308,0.26523989340338466,890.1400648998363,1145.0696753575946
105378952_NT_AL,16,3948,16,63168,355.72555385360937,5.9287592308934896,0.09881265384822482,331.613397143152,426.5850510320155
10537_NT_AL,109,495,2,53955,303.8432791630492,5.064054652717487,0.08440091087862478,283.24786035427377,364.36797790704776
10539_NT_AL,155,975,4,151125,851.0483840888854,14.184139734814757,0.2364023289135793,793.3617439725627,1020.5747504624705
10541_NT_AL,158,891,4,140778,792.7800788437725,13.213001314062874,0.22021668856771456,739.0430411445456,950.69956804371
10542_NT_AL,154,276,2,42504,239.35788597064672,3.9892980995107785,0.06648830165851298,223.13348265217408,287.0372816784572
10548_NT_AL,155,1836,8,284580,1602.5895724996858,26.709826208328096,0.4451637701388016,1493.9611917267953,1921.8207608708676
10549_NT_AL,156,825,4,128700,724.763785159567,12.079396419326116,0.20132327365543526,675.6370980927632,869.1346262002975
1054_NT_AL,152,462,2,70224,395.46085508193806,6.5910142513656345,0.10985023752276057,368.65531916446156,474.2355088600597
10551_NT_AL,158,537,3,84846,477.80348186207164,7.963391364367861,0.132723189406131,445.4165130130426,572.9805477435154
10552_NT_AL,159,1116,5,177444,999.2617334409806,16.654362224016342,0.2775727037336057,931.5287430767075,1198.3117685430116
10553_NT_AL,157,807,4,126699,713.4953132551047,11.891588554251745,0.19819314257086243,665.1324373834888,855.6215074199805
10555_NT_AL,150,1209,5,181350,1021.2580609066625,17.02096768177771,0.28368279469629515,952.0340927670753,1224.6897005549647
10556_NT_AL,160,816,4,130560,735.2382268098917,12.253970446831527,0.20423284078052548,685.4015503262716,881.6955462059894
10557_NT_AL,158,867,4,136986,771.4257332856911,12.857095554761518,0.21428492591269196,719.1361578813928,925.0914988708155
10558_NT_AL,147,1419,6,208593,1174.6748425624673,19.57791404270779,0.32629856737846313,1095.0518197549632,1408.666659541559
10559_NT_AL,161,1011,4,162771,916.6319042284994,15.277198403808322,0.25461997339680537,854.4998142475304,1099.222317336819
10560_NT_AL,161,1542,7,248262,1398.0676521467321,23.301127535778868,0.3883521255963145,1303.3023873092895,1676.5586679855342
10562_NT_AL,159,1527,6,242793,1367.269414842632,22.787823580710533,0.37979705967850885,1274.5917479194736,1639.6255112591207
10563_NT_AL,156,318,2,49608,279.3634953705967,4.656058256176611,0.07760097093627685,260.4273905375742,335.01189228084195
10565_NT_AL,159,5562,22,884358,4980.191542471984,83.00319237453306,1.383386539575551,4642.619058237139,5972.231233545009
10566_NT_AL,159,2670,11,424530,2390.7068353829914,39.84511392304986,0.6640852320508309,2228.657476715779,2866.928693557205
10569_NT_AL,162,1782,7,288684,1625.7009211733057,27.095015352888428,0.4515835892148071,1515.5059831065364,1949.535823076975
10574_NT_AL,162,1638,7,265356,1494.3311497653617,24.90551916275603,0.41509198604593384,1393.0408531585335,1791.9975747475223
10575_NT_AL,159,1626,7,258534,1455.9136008736868,24.265226681228114,0.4044204446871352,1357.2273622246653,1745.9273616943879
10576_NT_AL,159,1605,7,255195,1437.1102886852811,23.951838144754685,0.3991973024125781,1339.698595553867,1723.378484329331
10577_NT_AL,162,450,2,72900,410.5305356498246,6.842175594163744,0.11403625990272906,382.7035310875092,492.30702602953914
10579_NT_AL,144,3822,15,550368,3099.3534958096393,51.655891596827324,0.8609315266137887,2889.2699176621436,3716.735710587454
10580_NT_AL,159,4044,16,642996,3620.980689995811,60.34967816659685,1.0058279694432808,3375.5396388908653,4342.269526870913
10584_NT_AL,161,834,4,134274,756.1533215890886,12.602555359818144,0.2100425893303024,704.8989565602773,906.7768671205807
10590_NT_AL,149,831,4,123819,697.2768229578277,11.621280382630461,0.19368800637717434,650.0132855380563,836.1723409595543
10592_NT_AL,158,3582,14,565956,3187.136074543651,53.118934575727515,0.8853155762621252,2971.102327025547,3822.004324054511
10598_NT_AL,162,1035,5,167670,944.2202319945967,15.737003866576611,0.26228339777627685,880.2181215012712,1132.3061598679399
10600_NT_AL,161,2553,10,411033,2314.6995563752316,38.578325939587195,0.6429720989931199,2157.80220155682,2775.7809853223534
10605_NT_AL,161,1509,6,242949,1368.1479164004013,22.802465273340022,0.3800410878890004,1275.4107019777678,1640.679007775727
1060_NT_AL,154,3393,14,522522,2942.540967747842,49.04234946246403,0.8173724910410672,2743.0866182566183,3528.686582373208
10611_NT_AL,152,2235,9,339720,1913.1060846496355,31.885101410827257,0.531418356847121,1783.4299531008041,2294.1912603944447
10613_NT_AL,160,1050,5,168000,946.078600674493,15.767976677908218,0.2627996112984703,881.9505243168936,1134.5347101915304
10614_NT_AL,156,1485,6,231660,1304.5748132872206,21.742913554787012,0.36238189257978354,1216.1467765669736,1564.4423271605353
10615_NT_AL,161,5112,20,823032,4634.839064704342,77.24731774507237,1.287455295751206,4320.675618628462,5558.085545228308
10620_NT_AL,159,1866,8,296694,1670.8085973126074,27.846809955210123,0.46411349925350204,1557.5561241766454,2003.6288172950353
10621_NT_AL,160,951,4,152160,856.8769040394694,14.281281733991158,0.23802136223318596,798.7951891670151,1027.564294659186
10622_NT_AL,159,720,3,114480,644.6849893167616,10.744749821946026,0.17907916369910046,600.9862858559404,773.1043668019429
10623_NT_AL,160,1611,7,257760,1451.5548816062935,24.192581360104892,0.40320968933508156,1353.1640901662054,1740.7003982081483
10625_NT_AL,160,1929,8,308640,1738.0815435248544,28.96802572541424,0.482800428756904,1620.269106102179,2084.3023390090116
10628_NT_AL,158,1200,5,189600,1067.7172779040707,17.795287965067846,0.2965881327511307,995.3441631576371,1280.4034586447272
1062_NT_AL,154,11283,45,1737582,9785.054447126113,163.0842407854352,2.7180706797572536,9121.793785378552,11734.208873833451
10630_NT_AL,150,642,3,96300,542.3057693152005,9.038429488586674,0.15064049147644457,505.54663983164795,650.3315035205023
10632_NT_AL,160,315,2,50400,283.8235802023479,4.730393003372465,0.07883988338954108,264.5851572950681,340.36041305745914
10635_NT_AL,156,1242,5,193752,1091.0989347493116,18.18498224582186,0.30308303743036435,1017.1409404014689,1308.442673625175
1063_NT_AL,155,12933,51,2004615,11288.829488637493,188.14715814395822,3.1357859690659704,10523.638394663749,13537.531536134493
10640_NT_AL,160,2121,9,339360,1911.0787733624759,31.851312889374597,0.53085521482291,1781.540059120125,2291.7601145868916
10643_NT_AL,156,1773,7,276588,1557.5832619247421,25.959721032079035,0.43266201720131725,1452.0055453557202,1867.8493239431848
10650_NT_AL,151,450,2,67950,382.65500545137974,6.3775834241896625,0.10629305706982771,356.71748885317214,458.87877117568155
10651_NT_AL,158,789,4,124662,702.0241102219264,11.700401837032107,0.19500669728386846,654.4387872761464,841.8652740589082
10652_NT_AL,161,594,3,95634,538.5552434339552,8.975920723899254,0.14959867873165422,502.0503359673917,645.8338837765288
10655_NT_AL,157,1815,8,284955,1604.7013550904771,26.745022584841287,0.44575037641402143,1495.9298312900025,1924.353204420402
10657_NT_AL,162,1443,6,233766,1316.4345843171043,21.94057640528507,0.36567627342141784,1227.2026563539462,1578.664530134722
10658_NT_AL,162,1545,7,250290,1409.4881723977312,23.491469539962186,0.3915244923327031,1313.948790067115,1690.2541227014176
10659_NT_AL,153,1503,6,229959,1294.9957674553914,21.58326279092319,0.3597210465153865,1207.2170275082651,1552.955163219846
10664_NT_AL,161,2193,9,353073,1988.3024391425313,33.13837398570885,0.5523062330951476,1853.5292706674916,2384.3665103062754
10666_NT_AL,157,1065,5,167205,941.6016215820155,15.693360359700257,0.2615560059950043,877.777008442894,1129.165929866517
10667_NT_AL,153,1374,6,210222,1183.8484261368646,19.730807102281076,0.32884678503801795,1103.6035900175357,1419.6675943207376
10668_NT_AL,162,1008,4,163296,919.5883998556072,15.326473330926786,0.2554412221821131,857.2559096360206,1102.7677383061675
10671_NT_AL,158,585,3,92430,520.5121729782345,8.675202882970575,0.14458671471617626,485.2302795393481,624.1966860893045
10672_NT_AL,158,1131,5,178698,1006.3235344245866,16.772058907076442,0.2795343151179407,938.1118737760729,1206.7802597726554
10675_NT_AL,154,1635,7,251790,1417.9353027608963,23.63225504601494,0.3938709174335823,1321.8233483199442,1700.3838968995562
10678_NT_AL,159,1194,5,189846,1069.1026072836298,17.818376788060498,0.29697294646767497,996.6355907111011,1282.064741613222
10683_NT_AL,157,1959,8,307563,1732.0165039241017,28.866941732068362,0.4811156955344727,1614.6151732766473,2077.029161134748
10686_NT_AL,162,717,3,116154,654.1119868020539,10.901866446700899,0.18169777411168164,609.774292866098,784.4091948070657
10687_NT_AL,142,1131,5,160602,904.4173537233627,15.073622562056045,0.2512270427009341,843.113203013939,1084.5746638463106
10690_NT_AL,161,1080,5,173880,979.1913516981002,16.319855861635002,0.27199759769391674,912.8187926679849,1174.243425048234
10692_NT_AL,156,1023,4,159588,898.707093597863,14.978451559964384,0.24964085933273975,837.7900016350263,1077.726936488369
10693_NT_AL,152,1602,7,243504,1371.2733546347722,22.85455591057954,0.3809092651763256,1278.3242885313148,1644.4270242290384
10694_NT_AL,161,2043,8,328923,1852.303640295573,30.87172733825955,0.5145287889709925,1726.748882796938,2221.2771457162426
10699_NT_AL,157,3126,13,490782,2763.799689263268,46.063328154387804,0.7677221359064634,2576.460965626748,3314.3405603405936
1069_NT_AL,150,522,3,78300,440.94020495721907,7.349003415953651,0.12248339026589418,411.05194079769507,528.7742131428383
1070_NT_AL,157,519,3,81483,458.86501558785545,7.647750259797591,0.12746250432995984,427.76175341019905,550.2695939912886
10713_NT_AL,157,1722,7,270354,1522.476988135428,25.3746164689238,0.4229102744820633,1419.278881256961,1825.7499823757205
10714_NT_AL,157,1470,6,230790,1299.6754776765847,21.661257961276412,0.36102096602127354,1211.5795327803326,1558.567058125615
10717_NT_AL,161,2265,9,364665,2053.5818625890715,34.226364376484526,0.5704394062747421,1914.3838568453573,2462.6494053094907
10718_NT_AL,142,2028,8,287976,1621.7138756418917,27.02856459403153,0.45047607656719213,1511.789191611201,1944.7545696554535
10725_NT_AL,161,4860,19,782460,4406.3610826414515,73.43935137735753,1.2239891896226254,4107.684567005932,5284.0954127170535
10732_NT_AL,140,1002,4,140280,789.9756315632017,13.16626052605336,0.21943767543422268,736.4286878046062,947.336483009928
10734_NT_AL,158,3780,15,597240,3363.3094253978225,56.05515708996371,0.9342526181660618,3135.334113946557,4033.270894730891
10735_NT_AL,154,3813,15,587202,3306.7812290075217,55.1130204834587,0.9185503413909782,3082.6375701186225,3965.482445796947
1073_NT_AL,155,507,2,78585,442.54515972622045,7.375752662103674,0.12292921103506124,412.5481068657327,530.6988702404847
10745_NT_AL,162,2355,10,381510,2148.443136567416,35.80738560945693,0.5967897601576155,2002.8151460246315,2576.406769554588
10747_NT_AL,153,2193,9,335529,1889.504802414952,31.49174670691587,0.5248624451152645,1761.4284373423989,2265.8886712848453
10752_NT_AL,157,3738,15,586866,3304.8890718061725,55.08148453010288,0.9180247421683813,3080.873669069989,3963.2133763765637
10753_NT_AL,141,2169,9,305829,1722.2516212242829,28.70419368707138,0.47840322811785635,1605.5121839363765,2065.3191421617
10758_NT_AL,162,1758,7,284796,1603.8059592719817,26.730099321199695,0.44550165535332825,1495.0951281152027,1923.2794483553994
1075_NT_AL,159,1422,6,226098,1273.2528539006044,21.220880898343406,0.35368134830572345,1186.9479145654823,1526.8811244338372
10761_NT_AL,150,615,3,92250,519.4985173346546,8.658308622244244,0.14430514370407072,484.28533254900856,622.9811131855279
10762_NT_AL,159,1506,6,239454,1348.4661026542265,22.474435044237108,0.3745739174039518,1257.0629812486752,1617.076633894064
10763_NT_AL,147,9828,39,1444716,8135.802926500302,135.5967154416717,2.259945257361195,7584.333533863127,9756.431240292066
10765_NT_AL,162,4587,18,743094,4184.674593390546,69.7445765565091,1.1624096092751517,3901.024660218677,5018.249618661102
10768_NT_AL,161,1704,7,274344,1544.9463549014472,25.74910591502412,0.429151765250402,1440.2252062094874,1852.6951817427694
10769_NT_AL,156,2085,9,325260,1831.6757479487237,30.52792913247873,0.5087988188746455,1707.5192115435286,2196.540237124388
10771_NT_AL,157,1857,8,291549,1641.834940166951,27.36391566944918,0.45606526115748636,1530.5463893694407,1968.8836917954197
10773_NT_AL,152,1281,6,194712,1096.5050981817374,18.275084969695623,0.30458474949492703,1022.1806576832797,1314.9257291119839
10776_NT_AL,159,339,2,53901,303.5391824699753,5.058986374499588,0.08431643957499313,282.9643762571719,364.00330603591476
10777_NT_AL,160,2622,11,419520,2362.4934199700197,39.37489033283366,0.6562481722138943,2202.3564521513285,2833.0952477354217
