dataset,taxa,sites,windows,taxa_sites,cpu_seconds,gpu_seconds
120775_NT_AL,113,966,4,109158,703.0545733805411,614.7145707882519
120787_NT_AL,147,966,4,142002,914.5931175835358,799.6729372201153
120939_NT_AL,159,537,3,85383,549.9267908806569,480.8275545320847
120_NT_AL,161,2136,9,343896,2214.9329922431207,1936.622895580687
1211_NT_AL,161,765,3,123165,793.26954076123,693.5938741194877
121268_NT_AL,152,588,3,89376,575.6445294935712,503.3138155588303
121274_NT_AL,154,1314,6,202356,1303.3154807800875,1139.5516745124269
121278_NT_AL,157,1485,6,233145,1501.6183743821457,1312.937472346754
121340_NT_AL,157,1389,6,218073,1404.5440552301686,1228.060706457671
121355_NT_AL,157,504,2,79128,509.6401755478797,445.6030209176862
1213_NT_AL,161,5052,20,813372,5238.68982996828,4580.439545165558
121441_NT_AL,159,2040,8,324360,2089.10736200473,1826.6074697308247
121506_NT_AL,156,834,4,130104,837.9615989217641,732.6702991794896
121599_NT_AL,158,792,4,125136,805.9641720675296,704.6934034166867
1215_NT_AL,57,741,3,42237,272.03609461399,237.85429676600333
121793_NT_AL,121,333,2,40293,259.5153623666808,226.90681581534136
122046_NT_AL,151,945,4,142695,919.0565267642895,803.5755114478975
122060_NT_AL,159,1932,8,307188,1978.5075604868325,1729.9047213333106
122402_NT_AL,157,4518,18,709326,4568.560145089922,3994.512794654973
122481_NT_AL,159,2238,9,355842,2291.873664787542,2003.895841792934
122525_NT_AL,159,945,4,150255,967.7482632816028,846.1490484782497
122553_NT_AL,161,474,2,76314,491.51602917754644,429.7562043563885
122616_NT_AL,133,828,4,110124,709.2762952688645,620.1545227421302
122704_NT_AL,160,408,2,65280,420.4492804034677,367.61911340494584
122769_NT_AL,158,1284,6,202872,1306.6388850185706,1142.4574873573556
122786_NT_AL,161,1890,8,304290,1959.8423948218624,1713.5848654716756
122945_NT_AL,157,1098,5,172386,1110.287525300738,970.7780098563878
122961_NT_AL,161,468,2,75348,485.29430728922307,424.31625240251014
123036_NT_AL,159,1482,6,235638,1517.6750541622598,1326.9766030103344
123103_NT_AL,160,2400,10,384000,2473.2310611968687,2162.4653729702695
123207_NT_AL,154,399,2,61446,395.7556140268302,346.0282481966958
123228_NT_AL,157,636,3,99852,643.1173643818482,562.3085740151755
123264_NT_AL,155,411,2,63705,410.3051686290274,358.7496265236225
123591_NT_AL,160,1809,8,289440,1864.1979123771398,1629.9582748763407
123624_NT_AL,131,3303,13,432693,2786.848353027231,2436.676118819336
123720_NT_AL,158,3096,13,489168,3150.587218082161,2754.7105769925024
123775_NT_AL,159,1344,6,213696,1376.3530855560573,1203.4119800579551
123803_NT_AL,155,936,4,145080,934.4176103084419,817.0064487253301
123872_NT_AL,158,2340,10,369720,2381.2577811086103,2082.048691912938
123879_NT_AL,157,924,4,145068,934.3403218377796,816.9388716824247
123904_NT_AL,158,495,2,78210,503.727607542206,440.43337713542917
123920_NT_AL,151,585,3,88335,568.9397546636078,497.4515070867937
123970_NT_AL,153,840,4,128520,827.7595207943269,723.7501295159872
123_NT_AL,150,1254,5,188100,1211.4967776331537,1059.2701475409056
124152_NT_AL,151,846,4,127746,822.774414436602,719.391410248594
124491_NT_AL,162,444,2,71928,463.2670931504385,405.05679517449363
124535_NT_AL,150,1977,8,296550,1909.991331244613,1669.9976727977435
124540_NT_AL,141,978,4,137898,888.1604606169942,776.5615885464955
124773_NT_AL,156,744,3,116064,747.5340882467535,653.605158980264
124783_NT_AL,137,1761,7,241257,1553.8653805499296,1358.619553350751
124801_NT_AL,155,579,3,89745,578.02114996644,505.3918096281689
124808_NT_AL,160,717,3,114720,738.8777795325645,646.0365301748681
124817_NT_AL,160,1014,4,162240,1044.940123355677,913.641620079939
124872_NT_AL,155,1500,6,232500,1497.4641190840416,1309.305206290593
124923_NT_AL,157,1290,6,202530,1304.4361636046922,1140.531541634554
124936_NT_AL,158,837,4,132246,851.7575909350029,744.7328013380893
124944_NT_AL,156,582,3,90792,584.7645690317346,511.2879066216582
125061_NT_AL,156,906,4,141336,910.3036074617725,795.9224113388699
125150_NT_AL,152,402,2,61104,393.5528926129517,344.10230247389416
125476_NT_AL,160,588,3,94080,605.9416099932329,529.804016377716
125488_NT_AL,150,1761,7,264150,1701.3124604561272,1487.539656953377
1258_NT_AL,135,4848,19,654480,4215.313189927413,3685.6519200562034
125931_NT_AL,110,1488,6,163680,1054.2147398351653,921.7508652285775
125972_NT_AL,155,1179,5,182745,1177.0067976000566,1029.113892144406
126074_NT_AL,160,783,4,125280,806.8916337154784,705.5043279315505
126206_NT_AL,127,4515,18,573405,3693.1329600145586,3229.084523927129
126298_NT_AL,154,1974,8,303996,1957.9488272906335,1711.9292279204951
126299_NT_AL,156,624,3,97344,626.9640740134062,548.1849720479634
126306_NT_AL,140,1332,6,186480,1201.0628340937294,1050.1472467486872
126353_NT_AL,149,2433,10,362517,2334.8653765935032,2041.485571909019
126432_NT_AL,161,1725,7,277725,1788.7450428929696,1563.9861867400214
126549_NT_AL,147,1905,8,280035,1803.623073495482,1576.9947674992954
126626_NT_AL,154,1440,6,221760,1428.2909378411916,1248.8237528903308
126637_NT_AL,132,2850,12,376200,2422.9935552663073,2118.540295081811
126661_NT_AL,88,837,4,73656,474.39663292582435,414.78788935285985
126767_NT_AL,110,1221,5,134310,865.051207888936,756.3560527178045
126820_NT_AL,159,2634,11,418806,2697.406270353166,2358.472585917153
127003_NT_AL,161,441,2,71001,457.2965587917679,399.83646861005764
127124_NT_AL,156,354,2,55224,355.68154198837465,310.9895514502869
127253_NT_AL,160,801,4,128160,825.4408666744549,721.7228182288276
127254_NT_AL,151,5046,20,761946,4907.470088944556,4290.838127794805
127255_NT_AL,156,1863,8,290628,1871.8494709727177,1636.6484021239676
1272_NT_AL,156,3084,13,481104,3098.649365797027,2709.2988041601266
127391_NT_AL,158,555,3,87690,564.7854993655037,493.81924103063267
127428_NT_AL,158,630,3,99540,641.1078641446258,560.5515708996371
127495_NT_AL,161,1011,4,162771,1048.3601381824883,916.6319042284994
127544_NT_AL,160,2295,9,367200,2365.027202269506,2067.8575129028204
127602_NT_AL,119,13812,54,1643628,10586.12453815856,9255.959989698902
127795_NT_AL,155,1689,7,261795,1686.1445980886308,1474.2776622832077
1277_NT_AL,158,4440,18,701520,4518.28399492403,3950.5539282450613
128025_NT_AL,155,3324,13,515220,3318.380487890236,2901.420337139954
128077_NT_AL,155,1029,5,159495,1027.2603856916526,898.1833715153468
1280_NT_AL,159,4641,19,737919,4752.719248560761,4155.531993637626
128153_NT_AL,157,1095,5,171915,1107.2539528272387,968.125610922354
128178_NT_AL,152,591,3,89832,578.5814913787425,505.88174318923245
1281_NT_AL,153,4455,18,681615,4390.08174421277,3838.4605083258602
128209_NT_AL,131,1161,5,152091,979.5733992929504,856.4883360427638
128338_NT_AL,160,801,4,128160,825.4408666744549,721.7228182288276
128346_NT_AL,143,291,2,41613,268.01709413954507,234.34029053492665
128371_NT_AL,123,945,4,116235,748.6354489536927,654.5681318416648
128387_NT_AL,157,825,4,129525,834.2324302123031,729.4097068593078
1284_NT_AL,152,5292,21,804384,5180.800765442141,4529.824340029472
1285_NT_AL,153,5034,20,770202,4960.644556760288,4337.331133313666
128653_NT_AL,150,537,3,80550,518.7988593213744,453.61090050196674
1286_NT_AL,155,5217,21,808635,5208.1802061742965,4553.763507478682
128710_NT_AL,152,1293,6,196536,1265.8305725088223,1106.7768087033462
128861_NT_AL,152,756,3,114912,740.114395063163,647.1177628613532
128869_NT_AL,160,1320,6,211200,1360.2770836582777,1189.3559551336484
1289_NT_AL,151,5904,24,891504,5741.91506245118,5020.4336715221025
129080_NT_AL,152,1512,6,229824,1480.228790126326,1294.2355257227064
1293_NT_AL,160,10869,43,1739040,11200.645168395318,9793.26505783911
129401_NT_AL,160,993,4,158880,1023.2993515702044,894.7200480664491
1294_NT_AL,153,9159,36,1401327,9025.535060661,7891.461233615389
129521_NT_AL,127,429,2,54483,350.90897892497134,306.8166690508834
129530_NT_AL,143,621,3,88803,571.9540050194415,500.08701176010123
129531_NT_AL,160,759,3,121440,782.1593231035097,683.8796742018478
129563_NT_AL,153,2604,11,398412,2566.0545144624134,2243.62540149956
129642_NT_AL,159,1503,6,238977,1539.1805711240731,1345.77991519874
129685_NT_AL,160,927,4,148320,955.2854973872905,835.2522503097667
1296_NT_AL,158,2130,9,336540,2167.5551597270683,1895.1981682797255
129852_NT_AL,154,882,4,135828,874.8281994277298,764.9045486453276
1298_NT_AL,159,2076,9,330084,2125.973962510696,1858.8417191966628
1299_NT_AL,149,2085,9,310665,2000.9018948612636,1749.4851695151272
130074_NT_AL,159,600,3,95400,614.4433417660971,537.2374910973014
1300_NT_AL,161,2067,9,332787,2143.383190527402,1874.0634481110862
130132_NT_AL,158,1566,7,247428,1593.61097658807,1393.3710476648123
130162_NT_AL,158,1782,7,281556,1813.4193871519415,1585.560157687545
1301_NT_AL,155,5694,23,882570,5684.373796043022,4970.122563079091
130271_NT_AL,158,4545,18,718110,4625.1353056148,4043.979190061668
130355_NT_AL,159,384,2,61056,393.24373873030214,343.8319943022729
130367_NT_AL,162,1218,5,197316,1270.8543231018784,1111.1693164921921
130507_NT_AL,149,5706,23,850194,5475.849502195861,4787.799701320535
130535_NT_AL,156,1323,6,206388,1329.2844069226544,1162.2575609286146
130574_NT_AL,160,513,3,82080,528.6531393308306,462.2269734723952
130589_NT_AL,158,1035,5,163530,1053.2486339518853,920.906152192261
1305_NT_AL,156,2469,10,385164,2480.7280428511217,2169.0203461320857
130617_NT_AL,159,750,3,119250,768.0541772076214,671.5468638716268
1306_NT_AL,157,4764,19,747948,4817.313087916863,4212.009507245748
130733_NT_AL,159,921,4,146439,943.170529610959,824.6595488343577
1307_NT_AL,161,4935,20,794535,5117.366253145974,4474.360482064931
1308_NT_AL,157,4896,20,768672,4950.790276750832,4328.715060343237
130916_NT_AL,155,1023,4,158565,1021.2705292153163,892.9461506901845
130951_NT_AL,156,1620,7,252720,1627.695192150189,1423.1725235860588
131034_NT_AL,152,1674,7,254448,1638.8247319255752,1432.903617764425
131118_NT_AL,157,348,2,54636,351.89440692591694,307.6782763479262
131149_NT_AL,155,1467,6,227385,1464.5199084641927,1280.5004917521999
131368_NT_AL,159,1245,5,197955,1274.9699341646515,1114.7677940269004
131375_NT_AL,153,447,2,68391,440.48631642269544,385.1384617781503
131408_NT_AL,162,1152,5,186624,1201.9902957416782,1050.958171263551
1314_NT_AL,157,3708,15,582156,3749.4955772451153,3278.3650824658343
131544_NT_AL,153,9534,38,1458702,9395.070561015611,8214.563970006455
131566_NT_AL,161,2421,10,389781,2510.464781938481,2195.0206133899082
1317_NT_AL,161,579,3,93219,600.3961622232055,524.9553635492593
1318_NT_AL,161,438,2,70518,454.1856978476062,397.11649263311847
131920_NT_AL,153,444,2,67932,437.53003241985857,382.5536398870218
132001_NT_AL,156,993,4,154908,997.7168677809493,872.3520468647879
132014_NT_AL,153,2106,9,322218,2075.311369991491,1814.544967572225
132160_NT_AL,157,1443,6,226551,1459.1483597531558,1275.8038872702803
132200_NT_AL,89,900,4,80100,515.9005416715344,451.0767613930172
132204_NT_AL,157,864,4,135648,873.6688723677938,763.8908930017478
132320_NT_AL,159,2067,9,328653,2116.7573123842044,1850.7831568302033
132612_NT_AL,159,1749,7,278091,1791.102341248173,1566.0472865486336
132625_NT_AL,145,960,4,139200,896.5462596838648,783.8936977017228
1326_NT_AL,158,1578,7,249324,1605.8225549527294,1404.0482204438529
132720_NT_AL,144,495,2,71280,459.09351573466876,401.4076348576063
132789_NT_AL,160,831,4,132960,856.3562549394157,748.7536353909559
132851_NT_AL,158,879,4,138882,894.4981152113112,782.1029060647318
132864_NT_AL,157,3462,14,543534,3500.742634418174,3060.8683698750588
132949_NT_AL,158,3375,14,533250,3434.5064150604953,3002.954844105199
132954_NT_AL,154,726,3,111804,720.0966811616008,629.6153087488751
133022_NT_AL,122,1158,5,141276,909.9171651084605,795.5845261243433
133418_NT_AL,154,1350,6,207900,1339.022754226117,1170.7722683346851
133491_NT_AL,106,534,3,56604,364.56971611455094,318.7609113843988
133558_NT_AL,157,4770,19,748890,4823.380232863862,4217.314305113816
133584_NT_AL,157,3078,13,483246,3112.4453578102657,2721.3613063187263
133619_NT_AL,160,1443,6,230880,1487.0301755446174,1300.1823054983747
133690_NT_AL,148,678,3,100344,646.2861916790067,565.0792327742936
133957_NT_AL,156,789,4,123084,792.7478435842588,693.1377290798767
134147_NT_AL,150,738,3,110700,712.9861418606598,623.3982208015856
134218_NT_AL,156,1668,7,260208,1675.9231978435282,1465.3405983589792
134288_NT_AL,157,756,3,118692,764.4602633218196,668.4045313765293
134359_NT_AL,157,1821,8,285897,1841.3784914140656,1610.0061529585448
134391_NT_AL,160,1287,6,205920,1326.2701565668208,1159.6220562553071
134429_NT_AL,160,651,3,104160,670.8639253496506,586.5687324181856
134430_NT_AL,153,2688,11,411264,2648.8304665418464,2316.000414451159
134553_NT_AL,158,573,3,90534,583.102866912493,509.83500019919376
134637_NT_AL,159,591,3,93969,605.2266916396056,529.1789287308419
1347_NT_AL,157,249,1,39093,251.78651530044058,220.14911152480926
134829_NT_AL,158,981,4,154998,998.2965313109173,872.8588746865778
134957_NT_AL,160,3498,14,559680,3604.734271694436,3151.7932811041683
1349_NT_AL,151,240,1,36240,233.41118140045447,204.0826695740692
1350_NT_AL,144,192,1,27648,178.07263640617455,155.6975068538594
135154_NT_AL,152,327,2,49704,320.1288454836697,279.9041117138393
1353_NT_AL,156,849,4,132444,853.0328507009325,745.8478225460271
135656_NT_AL,24,1215,5,29160,187.8109837096372,164.21221425992985
1356_NT_AL,105,3222,13,338310,2178.9552091497726,1905.1657821082604
1358_NT_AL,141,1374,6,193734,1247.7837146091515,1090.9975691849538
135932_NT_AL,161,684,3,110124,709.2762952688645,620.1545227421302
135935_NT_AL,155,1839,8,285045,1835.8910099970349,1605.208182912267
1359_NT_AL,157,1296,6,203472,1310.5033085516907,1145.8363395026217
1361_NT_AL,158,1305,6,206190,1328.0091471567248,1161.142539720677
1362_NT_AL,155,4182,17,648210,4174.929964006308,3650.3429151381733
136319_NT_AL,149,357,2,53193,342.6004683287631,299.5521369385614
136332_NT_AL,155,2271,9,352005,2267.160676293239,1982.2880823239577
136371_NT_AL,160,1434,6,229440,1477.755559065129,1292.0730603497361
1368_NT_AL,161,1344,6,216384,1393.6657029844355,1218.549237668747
1371_NT_AL,157,1428,6,224196,1443.9804973856592,1262.541892600111
137362_NT_AL,157,1221,5,191697,1234.6639967142087,1079.5263661517756
1373_NT_AL,160,4503,18,720480,4640.399778570625,4057.3256560354685
137492_NT_AL,161,1215,5,195615,1259.898682385483,1101.5902706603629
1374_NT_AL,158,2649,11,418542,2695.7059239985933,2356.985890973236
137682_NT_AL,155,1032,5,159960,1030.2553139298207,900.801981927928
1376_NT_AL,156,1983,8,309348,1992.4194852060648,1742.0685890562681
137964_NT_AL,158,1368,6,216144,1392.1199335711874,1217.1976968106405
138046_NT_AL,150,882,4,132300,852.1053890529837,745.0368980311632
138050_NT_AL,154,1929,8,297066,1913.3147354830962,1672.9034856426722
138162_NT_AL,153,456,2,69768,449.3551684312061,392.8929274515359
138199_NT_AL,158,1281,6,202398,1303.5859904274057,1139.7881941625956
138255_NT_AL,152,696,3,105792,681.3751573597373,595.7592102533093
1386_NT_AL,159,1542,7,245178,1579.1193883388694,1380.7003521200645
1387_NT_AL,158,7485,30,1182630,7616.9720049563875,6659.8865209266405
1388_NT_AL,159,2226,9,353934,2279.58479795222,1993.151091970988
1389_NT_AL,159,357,2,56763,365.59378835082777,319.6563072028943
139212_NT_AL,150,678,3,101700,655.0197888638581,572.7154386225949
139285_NT_AL,158,3804,15,601032,3871.070341597074,3384.663770955904
139324_NT_AL,142,2112,9,299904,1931.5934587947545,1688.8854562897807
139341_NT_AL,151,465,2,70215,452.2341639633805,395.4101722997591
139378_NT_AL,134,9342,37,1251828,8062.655971031129,7049.569538840174
139716_NT_AL,151,1770,7,267270,1721.4074628283518,1505.1096881087603
1398_NT_AL,158,906,4,143148,921.9741665317952,806.1265448175734
1399_NT_AL,150,909,4,136350,878.1902479015444,767.8441500117091
13_NT_AL,52,1209,5,62868,404.91429780032485,354.03612778097636
140458_NT_AL,161,987,4,158907,1023.4732506291948,894.872096412986
140469_NT_AL,143,4047,16,578721,3727.3717525180027,3259.0211539341863
1404_NT_AL,162,1068,5,173016,1114.345170010514,974.3258046089171
140545_NT_AL,159,1143,5,181737,1170.5145660644148,1023.4374205403592
140609_NT_AL,147,918,4,134946,869.1474968340433,759.9376359917865
140691_NT_AL,156,1524,6,237744,1531.2391807635113,1338.8363740402183
140711_NT_AL,161,717,3,115437,743.495765654643,650.074258488461
140731_NT_AL,140,681,3,95340,614.056899412785,536.8996058827748
140733_NT_AL,136,1404,6,190944,1229.814145180143,1075.2859067094666
140803_NT_AL,155,6393,25,990915,6382.192075536185,5580.2587892105075
140881_NT_AL,142,510,2,72420,466.43592044759697,407.8274539336118
140885_NT_AL,105,2247,9,235935,1519.5879438111542,1328.6491348222412
140886_NT_AL,144,1146,5,165024,1062.8710485493543,929.3194940339735
140894_NT_AL,152,1869,8,284088,1829.7272544617083,1599.8189137405677
142685_NT_AL,160,1782,7,285120,1836.374062938675,1605.6305394304252
142686_NT_AL,157,1764,7,276948,1783.740614417579,1559.6105732119017
142689_NT_AL,150,960,4,144000,927.4616479488258,810.9245148638512
1427_NT_AL,155,537,3,83235,536.0921546320869,468.73126385203227
1431_NT_AL,155,1401,6,217155,1398.6314872244948,1222.8910626754139
143279_NT_AL,159,2388,10,379692,2445.4845002290663,2138.2052145672596
143379_NT_AL,160,723,3,115680,745.0608571855566,651.4426936072938
143384_NT_AL,157,1173,5,184161,1186.12683713822,1037.087983207234
1434_NT_AL,161,2916,12,469476,3023.756837725159,2643.816649584871
143684_NT_AL,157,1098,5,172386,1110.287525300738,970.7780098563878
143686_NT_AL,148,1488,6,220224,1418.398013596404,1240.1738913984498
143689_NT_AL,156,2580,11,402480,2592.255306016968,2266.534019044464
143879_NT_AL,159,1845,8,293355,1889.4132759307483,1652.0052851242017
143903_NT_AL,160,1194,5,191040,1230.432452945442,1075.8265230527093
144108_NT_AL,161,2952,12,475272,3061.0871690550994,2676.456361308141
144165_NT_AL,156,2559,10,399204,2571.1555535261323,2248.0854863313116
144406_NT_AL,156,4191,17,653796,4210.907747099656,3681.8000286106003
144453_NT_AL,158,2118,9,334644,2155.3435813624087,1884.5209955006849
144455_NT_AL,159,2892,12,459828,2961.616907312588,2589.4847070889928
144608_NT_AL,142,825,4,117150,754.5286948417009,659.7208813631955
145376_NT_AL,157,1146,5,179922,1158.8246848767265,1013.2163928009294
145389_NT_AL,159,1416,6,225144,1450.086286567989,1267.8804789896312
145407_NT_AL,148,2610,11,386280,2487.915870622725,2175.3050111222806
145447_NT_AL,148,1035,5,153180,986.5873280055633,862.6209526864217
1456_NT_AL,155,1377,6,213435,1374.67206131915,1201.9421793747645
145773_NT_AL,161,1104,5,177744,1144.7968274515006,1000.9511595136136
145814_NT_AL,137,522,3,71514,460.60064091258556,402.72538719426007
145873_NT_AL,133,1206,5,160398,1033.0763431089983,903.2685439939722
146057_NT_AL,159,3795,15,603405,3886.354136670564,3398.027131190431
146177_NT_AL,149,3549,14,528801,3405.8517145624096,2977.900655448051
146225_NT_AL,129,504,2,65016,418.7489340488948,366.1324184610288
1462_NT_AL,161,10698,42,1722378,11093.330126880574,9699.434333765072
146395_NT_AL,148,768,3,113664,732.0763941142732,640.0897503991998
146434_NT_AL,135,1296,6,174960,1126.8659022578233,985.2732855595791
146722_NT_AL,128,1428,6,182784,1177.2579851297094,1029.3335175338484
146845_NT_AL,161,1962,8,315882,2034.5030574817429,1778.8642889182154
146894_NT_AL,158,1545,7,244110,1572.2407144499157,1374.685995301491
146909_NT_AL,159,3534,14,561906,3619.0712830023117,3164.3288225631054
147372_NT_AL,154,1251,5,192654,1240.8277522495353,1084.9156353234748
147409_NT_AL,143,3141,13,449163,2892.9267790113777,2529.425610206889
147463_NT_AL,158,903,4,142674,918.9212719406303,803.4572516228131
147685_NT_AL,134,561,3,75174,484.17362446461823,423.33638528038296
147872_NT_AL,159,1806,8,287154,1849.474458715952,1617.084848202877
147906_NT_AL,135,2016,8,272160,1752.9025146232807,1532.6473330926788
147991_NT_AL,160,2184,9,349440,2250.6402656891505,1967.8434894029456
148304_NT_AL,161,804,4,129444,833.7107330353319,728.9535618196969
148362_NT_AL,160,1233,5,197280,1270.6224576898912,1110.966585363476
148418_NT_AL,116,246,1,28536,183.7919832351923,160.69820802885317
1486_NT_AL,152,1074,5,163248,1051.4323548913187,919.3180916839859
148867_NT_AL,161,1182,5,190302,1225.6792119997044,1071.670534914032
1488_NT_AL,153,3123,13,477819,3077.491646953194,2690.799588664795
149018_NT_AL,127,540,3,68580,441.70360983562824,386.20280020390913
149281_NT_AL,156,855,4,133380,859.0613514125998,751.1188318926421
149428_NT_AL,156,1113,5,173628,1118.2868820142967,977.7722337970886
149466_NT_AL,155,351,2,54405,350.4066038656657,306.37741827199875
149643_NT_AL,112,330,2,36960,238.0484896401986,208.13729214838847
149840_NT_AL,149,639,3,95211,613.2260483531642,536.1731526715425
149951_NT_AL,149,621,3,92529,595.9520751601174,521.0696835822033
149986_NT_AL,158,1332,6,210456,1355.4851984772088,1185.1661784735184
150160_NT_AL,146,1647,7,240462,1548.7450193685454,1354.1425742582735
150248_NT_AL,134,483,2,64722,416.85536651766597,364.47678090984846
150275_NT_AL,158,894,4,141252,909.7625881671356,795.4493720385327
150280_NT_AL,154,993,4,152922,984.9256258863218,861.1680462639573
150678_NT_AL,144,180,1,25920,166.94309663078863,145.96641267549322
1506_NT_AL,147,840,4,123480,795.298363116118,695.3677714957523
150864_NT_AL,156,1929,8,300924,1938.1629788010587,1694.629504936733
151112_NT_AL,160,1923,8,307680,1981.676387783991,1732.6753800924287
151176_NT_AL,147,1107,5,162729,1048.0896285351698,916.3953845783308
151246_NT_AL,155,4563,18,707265,4555.285850253655,3982.906437535984
151393_NT_AL,146,783,4,114318,736.2886157653741,643.7726992375399
151525_NT_AL,158,1452,6,229416,1477.6009821238042,1291.9379062639255
151649_NT_AL,155,1932,8,299460,1928.7337853802455,1686.385105702284
151742_NT_AL,157,1083,5,170031,1095.1196629332417,957.5160151862186
151827_NT_AL,161,1263,5,203343,1309.67245749207,1145.1098862913896
152098_NT_AL,155,1041,5,161355,1039.240098644325,908.6578131656715
1520_NT_AL,156,1008,4,157248,1012.7881195601177,885.5295702313255
152100_NT_AL,157,312,2,48984,315.49153724392556,275.84948913952
152503_NT_AL,156,3111,13,485316,3125.7776189995297,2733.0183462198943
152519_NT_AL,158,1242,5,196236,1263.8983607422622,1105.0873826307131
152579_NT_AL,149,2088,9,311112,2003.780890393438,1752.0024143633505
1528_NT_AL,159,402,2,63918,411.677038983285,359.9491190351919
152940_NT_AL,128,486,2,62208,400.66343191389274,350.3193904211837
153218_NT_AL,98,294,2,28812,185.56961806042756,162.25248001567556
153443_NT_AL,153,1482,6,226746,1460.4042974014196,1276.9020142174916
153562_NT_AL,161,1722,7,277242,1785.634181948808,1561.2662107630822
153745_NT_AL,152,2364,10,359328,2314.32596551497,2023.5269727569298
153770_NT_AL,155,540,3,83700,539.087082870255,471.3498742646135
153918_NT_AL,160,639,3,102240,658.4977700436663,575.7564055533343
154197_NT_AL,158,1626,7,256908,1654.6688684113676,1446.7569115600159
154214_NT_AL,145,1728,7,250560,1613.7832674309568,1411.008655863101
154288_NT_AL,18,810,4,14580,93.9054918548186,82.10610712996493
154865_NT_AL,156,2439,10,380484,2450.5855392927847,2142.6652993990106
155038_NT_AL,131,1905,8,249555,1607.3103580129807,1405.3490785197803
155435_NT_AL,157,4095,16,642915,4140.826426326523,3620.5245449562003
157657_NT_AL,159,666,3,105894,682.0321093603677,596.3336151180046
157695_NT_AL,151,456,2,68856,443.4812446608635,387.7570721907315
157753_NT_AL,161,948,4,152628,983.0320583550929,859.512408712777
157869_NT_AL,146,801,4,116946,753.2147908404401,658.5720716338051
158038_NT_AL,153,1824,8,279072,1797.4206737248244,1571.5717098061436
158135_NT_AL,153,2187,9,334611,2155.131038068087,1884.335158632695
158219_NT_AL,161,1872,8,301392,1941.1772291568923,1697.2650096100406
158326_NT_AL,157,6636,26,1041852,6710.262311380417,5867.106442082869
158399_NT_AL,147,2334,10,343098,2209.7933089440708,1932.1290222274833
158521_NT_AL,18,753,3,13554,87.29732761318323,76.32826996156
158763_NT_AL,149,1842,8,274458,1767.7032567551307,1545.5883368090476
158835_NT_AL,133,1014,4,134862,868.6064775394065,759.4645966914493
159195_NT_AL,159,5568,22,885312,5702.034211589381,4985.563917382957
1591_NT_AL,160,1674,7,267840,1725.078665184816,1508.3195976467632
159686_NT_AL,157,2613,11,410241,2642.2416244178767,2310.2394715434802
1602_NT_AL,144,2304,9,331776,2136.8716368740943,1868.3700822463131
160418_NT_AL,159,2775,11,441225,2841.800455668199,2484.7233963250187
1607_NT_AL,145,2418,10,350610,2258.1758915787345,1974.4322510862144
160851_NT_AL,157,3723,15,584511,3764.663439612612,3291.6270771360037
161436_NT_AL,156,5994,24,935064,6022.4722109557,5265.738337268417
161497_NT_AL,153,5286,21,808758,5208.972412998586,4554.456172168462
161882_NT_AL,150,3129,13,469350,3022.945308783204,2643.107090634365
162239_NT_AL,150,1233,5,184950,1191.2085540842731,1041.5311737782588
1629_NT_AL,159,1479,6,235161,1514.6028374534292,1324.2904155548479
163183_NT_AL,151,1227,5,185277,1193.3146649098235,1043.3726481974288
1635_NT_AL,155,528,3,81840,527.1073699175827,460.87543261428874
163786_NT_AL,159,1995,8,317205,2043.0241113722727,1786.3146578985272
164127_NT_AL,141,2214,9,312174,2010.6209200470605,1757.9829826604714
164684_NT_AL,151,1896,8,286296,1843.9483330635903,1612.2530896351468
165100_NT_AL,143,1293,6,184899,1190.8800780839579,1041.2439713459112
165545_NT_AL,156,2208,9,344448,2218.4882618935912,1939.731439554332
165829_NT_AL,159,2502,10,397818,2562.2287351646246,2240.2803378757467
166348_NT_AL,157,1878,8,294846,1899.0163684105519,1660.401732705188
166614_NT_AL,156,2433,10,379548,2444.5570385811175,2137.3942900523957
166863_NT_AL,159,1602,7,254718,1640.5637225154792,1434.4241012297948
166979_NT_AL,140,1581,7,221340,1425.5858413680076,1246.4585563886446
1677_NT_AL,158,1425,6,225150,1450.1249308033202,1267.9142675110838
1678_NT_AL,151,300,2,45300,291.7639767505681,255.1033369675865
168975_NT_AL,135,1320,6,178200,1147.7337893366719,1003.5190871440158
169026_NT_AL,154,1125,5,173250,1115.852295188431,975.6435569455709
1803_NT_AL,161,2313,10,372393,2398.47378794866,2097.101478220098
2653_NT_AL,148,525,3,77700,500.4428475390539,437.56135281195304
